title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Cartridge #1","","NTSC","","Coleco","Coleco","1977-01-01","4","No","Action | Racing | Sports","Not Rated","1. Road Race
2. Tennis
3. Quick Draw"
"Cartridge #2","","NTSC","","Coleco","Coleco","1977-01-01","4","Yes","Sports","Not Rated","1. Hockey
2. Tennis
3. Handball
4. Target"
"Cartridge #3","","NTSC","","","Coleco","1977-01-01","2","No","Action | Shooter","Not Rated","1. Bonus Pinball
2. Shooting Gallery
3. Shoot the Bear
4. Deluxe Pinball"
"Cartridge #4","","NTSC","","Coleco","Coleco","1977-01-01","2","No","Action | Strategy | Shooter","Not Rated","1. Naval Battle
2. Speed Ball
3. Blast-Away"
