title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Plumbers Don't Wear Ties","","Region Not Set","","Kirin Entertainment","Kirin Entertainment","1994-01-01","1","No","Adventure","M - Mature 17+","He's a plumber, she's a daddy's girl. Only you can get them together, or tear them apart! Plumbers have everything: Greed, sex, spirituality, white-knuckle chases, shameful propositions, a nun, humor, true love, jaded love, jealousy, taut action, comedy, a bad guy, a good guy, a hero, spine-tingling suspense, a hot babe, brazen bravado, a damsel in distress, and a Hollywood ending! Plays like a game... feels like a movie!"
"PO'ed","","Region Not Set","","Accolade, Inc.","Any Channel","1997-11-17","1","No","Shooter","M - Mature 17+","PO'ed is a first-person shooter with two simple objectives: escape the alien homeworld and kick lots of butt! There are 25 levels in all, each with a challenging array of horrific aliens to destroy, switch puzzles to solve, and platforming elements. Ox can either walk throughout the levels or utilize an ultra-powerful jetpack; use the latter in moderation as it's an important, yet limited tool."
"Policenauts","","Region Not Set","","Konami","Konami","1994-07-29","1","No","Adventure","","Policenauts is a Japanese-style adventure with action elements, similar in many ways to Snatcher. The player interacts with the environment in a point-and-click fashion: positioning a cursor over an object allows the player character to examine it or perform other context-dependent actions. There are a few puzzles in the game, but most of the time the story is advanced by visiting various locations, examining objects, and talking to characters. Conversations usually include a selection of topics."
"Policenauts Pilot Disk","","Region Not Set","","","","1995-04-21","1","No","Adventure","Not Rated","No overview is currently available for this title, please feel free to add one."
"Powerslide","","Region Not Set","","","","2007-07-01","1","No","Racing","Not Rated","No overview is currently available for this title, please feel free to add one."
"Primal Rage","","Region Not Set","","Time Warner Interactive, Inc.","Atari","1995-01-01","","No","Fighting","T - Teen","A meteor struck the Earth, and caused great chaos. Seven gods from ancient times awoke, and are now attempting to take control of the post-apocalyptic world.

Primal Rage is a one-on-one fighting game featuring dinosaurs and giant apes as the fighters. The graphics are done with digitized stop-motion animation. Gameplay is similar to Mortal Kombat in that it is viewed from a side perspective, and features deadly finishing moves at the end of the match."
"Psychic Detective","","Region Not Set","","EA Games","Colossal Pictures","1996-01-01","","No","Adventure","M - Mature 17+","This game is an innovative slant on the interactive movie. You're Eric Fox, a psychic detective who can transmit his psychic self to others, to see through their eyes and hear through their ears. That way you can find out things about the case you couldn't otherwise. The game has many different conclusions. It's a dark story though, and most people might not want to play through again."
"Putt-Putt Goes To The Moon","","Region Not Set","","","","1994-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Putt-Putt Joins The Parade","","Region Not Set","","","","1993-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Putt-Putt's Fun Pack","","Region Not Set","","","","1994-01-01","1","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"Puzzle Bobble","Bust-A-Move","NTSC-J","Japan","Taito Corporation","Taito Corporation","1994-06-01","2","No","Puzzle","Not Rated","Puzzle Bobble (パズルボブル, Pazuru Boburu), also known as Bust-A-Move, is an arcade game developed by Taito. It is the first game in the Puzzle Bobble (series). Puzzle Bobble is a puzzle spin-off of the Bubble Bobble series. The game is a tile-matching puzzle game, in which Bub and Bob must shoot bubbles into pairs of three."
"Pyramid Intruder","","Region Not Set","","Taito Corporation","Taito Corporation","1995-08-11","1","No","Shooter","E - Everyone","No overview is currently available for this title, please feel free to add one."
"Quarantine","","Region Not Set","","GameTek, Inc.","Imagexcel","1994-01-01","","No","Action | Racing","M - Mature 17+","In Quarantine, you play the part of a taxi driver, desperate to escape from the violent prison city of Kemo. Deliver passengers to their destinations, so you can earn money to upgrade your cab, and take on undercover missions in the hope that somehow you can find a way out. An impressive array of cab-mounted weaponry will help you to survive."
"Quarterback Attack with Mike Ditka","","Region Not Set","","Digital Pictures, Inc.","Digital Pictures","1996-01-01","","No","Sports","E10+ - Everyone 10+","In this semi-fmv game you play a rookie facing his first game as starting quarterback on a fictional team, and this just happens to be The Big Game.

The entire game consists of this confrontation, upon start of the game you watch a video of a kickoff and return, and then you get to select among 110 plays (100 passing and 10 running) and assing a snap count. The meat of the game is on the passing plays, were you are switched to a 3rd person behind-the-quarterback view from which you can see oncoming rushers as well as zoom in on any receiver and via a targeting cursor make passes, or scramble if you don't find any open man, etc."
