title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Fatal Fury Special","Garou Densetsu Special | 餓狼伝説SPECIAL | Legend of the Hungry Wolf Special","NTSC-U","","TAKARA Co., Ltd.","Aspect Co. Ltd.","1993-09-16","2","No","Fighting","Not Rated","Fatal Fury Special (餓狼伝説SPECIAL Garō Densetsu Special, ""Legend of the Hungry Wolf Special"") is a 1993 head-to-head fighting game produced by SNK originally released for the Neo Geo arcade and home platforms. It is an updated version of Fatal Fury 2, introducing several changes to the gameplay system while expanding the available character roster."
"FIFA International Soccer","","Region Not Set","","Electronic Arts","Tiertex Design Studios","1994-01-01","","No","Sports","","EA Sports has teamed up with the governing body of international soccer to bring you the most realistic soccer game ever created on GameGear. Incredible goalie saves - lunge or dive after hard to reach shots in the corners! Unique ""play-finder"" window lets you scope the field on corner kicks and free kicks. Find the open man and hammer the ball into the goal! Drop your opponent onto the turf with a slide tackle. Be careful, slide tackles from behind can result in yellow cards!"
"FIFA Soccer 96","FIFA 96","Other","","EA Sports","Probe Entertainment","1995-01-01","1","No","Sports","E - Everyone","Next generation soccer is here! Features include: Silicon Graphics modeled players utilizing MotionDesign animation technology. New moves including 1-2 passing, fast dribble, volleys, dummies, fakes, and nutmegs! Over 3,500 real players with accurate strengths and weaknesses. Transfer real and custom players to create your dream team. 12 international leagues including English, Scottish, Italian, German and French."
"Foreman for Real","","Region Not Set","","Acclaim Entertainment, Inc.","Software Creations","1995-01-01","","No","Sports","","Foreman For Real is a Sports game, developed by Software Creations and published by Acclaim Japan, which was released in 1995."
"Formula One","Formula 1 | F1","Region Not Set","","Domark Group Ltd.","Domark Software","1993-01-01","1","No","Racing","E - Everyone","In Formula One, your car could reach a blistering 200mph - and it's speed you can feel. And if that's not fast enough for your lead foot, check out our Turbo Mode - kick in the afterburners and scream past the grandstands at a cool 220! Only Formula One by Domark can give you that rush. Strap on your helmet and buckle-up 'cause you're gonna race against the real pros of Formula One World Championship - on 12 international circuits including England's super-fast Silverstone raceway and the world famous Monaco track at Monte Carlo."
"Frank Thomas Big Hurt Baseball","","Region Not Set","","Acclaim Entertainment, Inc.","Realtime Associates, Inc.","1995-01-01","","No","Sports","","Frank wanted big league technology to match his two-time MVP award-winning style. He wanted authentic gameplay like pitchers losing arm strength. He wanted CD-quality sound FX including umpire calls, crowd cheering and bat cracking. He wanted 8 pitch selections and 27 stat categories. He wanted 6 modes of play including Season, All-Star Game, Home Run Derby, Playoffs, and Batting Practice. He wanted 28 3D rendered stadiums to crank home runs. He wanted motion captured sprites. And he wanted a ton of camera angles to check out all the action... he got it!"
"Fray: Shugyouhen","","Region Not Set","","Micro Cabin Corp.","Micro Cabin Co.","1991-12-27","1","No","Shooter","","Fray: Shugyouhen is an unusual slow vertical shooter with few platformer elements.  It is part of Micro Cabin's ""Xak"" series of games"
"Fred Couples Golf","","Region Not Set","","Sega","SIMS Co., Ltd.","1994-01-01","","No","Sports","","Fred Couples Golf is a Sports game, developed by Sims and published by Sega, which was released in 1994."
"Frogger","","NTSC-J","Japan","Sega","Shimada Kikaku","1991-11-01","1","No","Action","E - Everyone","This cancelled update of the classic Frogger almost left the Game Gear on a pretty lonely pile of systems which never received their requisite amphibian auto dodger.

Thankfully, the release of a completed prototype rescued it from that cruelest of fates."
"From TV Animation Slam Dunk: Shouri-e no Starting 5","","Region Not Set","","Bandai Co., Ltd.","SIMS Co., Ltd.","1994-12-16","2","No","Sports","","From TV Animation Slam Dunk: Shouri-e no Starting 5 (テレビアニメ スラムダンク 勝利へのスターティング５) is a simulation game developed by SIMS and published by Bandai for the Sega Game Gear. It is based on the 1993 Slam Dunk anime series."
"G Sonic","","NTSC-J","Japan","Sega","Aspect Co. Ltd.","1996-12-13","1","No","Platform","Not Rated","No overview is currently available for this title, please feel free to add one."
"G-LOC: Air Battle","","Region Not Set","","Sega","Sega AM2 R&D Division","1991-01-01","1","No","Action | Flight Simulator","Not Rated","The enemy has started its attack. They've mobilized their air force and land forces for a major assault. You're stationed on an aircraft carrier on the front line, and it's up to you to show them what an ace pilot can really do!"
"Galaga 2","","Region Not Set","","Namco","Namco","1991-01-01","1","No","Shooter","E - Everyone","Galaga 2 (Europe) or Galaga '91 (Japan) is a sequel to Namco's 1981 arcade classic, Galaga (brought to the SG-1000 as Sega-Galaga). It is actually a port of Galaga '88, originally released in arcades in 1988, retitled to reflect its Sega Game Gear release of 1991.

Galaga '91 can cause confusion not just because of its arcade origins three years prior, but because in Europe, this Game Gear version was retitled (again) as Galaga 2, being marketed as a direct sequel to Galaga. It is, however, the fourth game in the series; being preceeded by the 1979 arcade game, Galaxian, Galaga in 1981 and finally Gaplus in 1984 (sometimes called Galaga 3 - an equally misleading title). To make matters worse, Namco released an arcade sequel called Galaxian³ (also known as Galaxian 3') in 1990, and the TurboGrafx-16 port of Galaga '88/'91 is called Galaga '90. More recent games have opted to avoid numbering systems and always use the Galaga name.

Galaga '88/'91 builds on the gameplay seen in Galaxian, Galaga and Gaplus, the most notable addition being the inclusion of more detailed backgrounds (as opposed to coloured scrolling starfields). The Game Gear version was not released in North America."
"Galaga 91","","Region Not Set","","Namco","Namco","1991-04-01","1","No","Shooter","E - Everyone","Galaga '91 (ギャラガ’９１) is a sequel to Namco's 1981 arcade classic, Galaga (brought to the SG-1000 as Sega-Galaga). It is actually a port of Galaga '88, originally released in arcades in 1988, retitled to reflect its Sega Game Gear release of 1991.

Galaga '91 can cause confusion not just because of its arcade origins three years prior, but because in Europe, this Game Gear version was retitled (again) as Galaga 2, being marketed as a direct sequel to Galaga. It is, however, the fourth game in the series; being preceeded by the 1979 arcade game, Galaxian, Galaga in 1981 and finally Gaplus in 1984 (sometimes called Galaga 3 - an equally misleading title). To make matters worse, Namco released an arcade sequel called Galaxian³ (also known as Galaxian 3') in 1990, and the TurboGrafx-16 port of Galaga '88/'91 is called Galaga '90. More recent games have opted to avoid numbering systems and always use the Galaga name."
"Gamble Panic","","Region Not Set","","Sega","Sega","1995-01-27","1","No","Puzzle","","Gamble Panic (ぎゃんぶるぱにっく) is a gambling game for the Sega Game Gear."
"Gambler Jiko Chuushinha: Meisaku Collection","","NTSC-J","Japan","Sega","Game Arts","1992-06-12","2","No","Life Simulation","Not Rated","Gambler Jiko Chuushinha is a Miscellaneous game, developed by Game Arts and published by Sega, which was released in Japan in 1992."
"Garfield: Caught in the Act","","Region Not Set","","Sega","Novotrade International","1995-12-14","","No","Platform","","Welcome to the colorful world of Garfield and his friends. In this, the first ever 8MB GameGear game, you will see exciting adventures and take part in motion picture escapades which combine action, comedy and lots of attitude. Garfield makes his debut as a TV and video game star in full technicolor glory across hundreds of huge levels, on this, the biggest ever GameGear game!"
"Garou Densetsu Special","","NTSC-J","Japan","Takara","","1994-11-25","2","No","Fighting","Not Rated","No overview is currently available for this title, please feel free to add one."
"Gear Stadium Heiseiban","","Region Not Set","","Namco","Namco","1995-10-20","2","No","Sports","","Gear Stadium Heiseiban (ギアスタジアム 平成版) is a baseball game for the Sega Game Gear. It is an updated version of Gear Stadium with a Nippon Professional Baseball license and the names of real NPB players."
"Gear Works","","Region Not Set","","Sony Imagesoft","Teque Software Development","1994-01-01","","No","Action","","Gear Works is an Action game, developed by Teque Interactive and published by Sony Imagesoft, which was released in 1994."
"George Foreman's KO Boxing","Heavyweight Champ","Region Not Set","","Sega","Flying Edge","1992-12-01","1","No","Sports","E - Everyone","You're ""Big George"" Foreman and you've got an appetite for BIG action that only KO BOXING can satisfy. Take on a roster of 15 heavyweight contenders as you go for the World Championship. Rook your opponents with stinging left-right combos! Pound your way to the title with a spectacular ""Big George"" Super Punch - while the computer ""judge"" tracks the action! GEORGE FOREMAN'S KO BOXING puts the power of the greatest knockout artist in your hands!"
"GG Aleste","GGアレスタ | GG Aresuta","NTSC-J","Japan","Compile","Compile","1991-12-29","1","No","Action | Shooter","E - Everyone","The plot takes place in an alternative continuity and follows Ellinor Waizen, daughter of the original Aleste protagonist Raymond Waizen, piloting the Galvanic Gunner space fighter craft to face against the invading Moon Child army and free the Earth. Its gameplay follows the same conventions as earlier Aleste entries; The player controls the Galvanic Gunner fighter craft through seven increasingly difficult stages over a constantly scrolling background, populated with an assortment of enemy forces and obstacles, and the scenery never stops moving until a boss is reached, which must be fought to progress further. These stages primarily scroll vertically, but they can scroll horizontally. Prior to the fourth and sixth stages is a bonus round, where enemies fly in a preset formation without firing at the player.

The player has a main weapon that can be powered up by collecting ""Power Chips"". There are also eight different special weapons to obtain and these can be upgraded if the same weapon that is currently being used is picked up. Though the game has no bomb mechanic, the Galvanic Gunner detonates a powerful blast that damages on-screen objects upon its destruction. However, the player's ship respawns immediately at the location they died at, with decreased firepower as a penalty. Once all lives are lost, the game is over, though the player has unlimited continues to keep playing."
"GG Aleste 3","GGアレスタ3 | GG Aresuta 3","NTSC-J","Japan","M2","M2","2020-12-24","1","No","Action | Shooter","E - Everyone","The plot follows Luna Waizen, a pilot candidate from the Earth Orbital Army Lunar Defense Corps, who is scrambled into service after destruction of the Moon Child base to fight against cyber terrorists that have seized control of the Earth's satellites. Prior to starting, a configuration menu is presented where multiple option settings can be altered. Its gameplay follows the same conventions as the original GG Aleste and GG Aleste II; The player controls the ""Are Savior"" fighter craft through seven increasingly difficult stages over a constantly scrolling background, populated with an assortment of enemy forces and obstacles, and the scenery never stops moving until a boss is reached, which must be fought to progress further.

The player has a main weapon that can be powered up by collecting ""Power Chips"". There are also six different special weapons that can be picked up and upgraded if the same weapon is picked up that is currently being used. The bomb mechanic introduced in GG Aleste II was replaced with a shield power-up instead, which is activated once twenty Power Chips are collected and allows the player to only absorb one enemy hit. Getting hit will result in losing a life, as well as a penalty of decreasing the Are Savior's firepower to its original state and the game is over once all lives are lost, though the player has limited continues to keep playing."
"GG Aleste II","GG Aleste II: Lance Bird | GGアレスタ II | GG Aresuta II | Power Strike II","Other","Japan","Sega","Compile","1993-10-01","1","No","Action | Shooter","E - Everyone","The plot follows Alice Waizen, cousin of GG Aleste protagonist Ellinor Waizen, piloting the Lance Bird space fighter craft to stop an unknown parasitic object attached to the armored defense satellite Algo. Prior to starting, the player has the option to change the game's difficulty. Its gameplay is similar to the previous Game Gear entry; The player controls the Lance Bird fighter craft through six increasingly difficult stages over a constantly scrolling background, populated with an assortment of enemy forces and obstacles, and the scenery never stops moving until a boss is reached, which must be fought to progress further. After the second and fifth stages is a bonus round reminiscent of After Burner, where enemies fly in a preset formation the player must shoot them down.

The player has a main weapon that can be powered up by collecting ""Power Chips"". There are also four different special weapons to obtain and these can be upgraded if the same weapon that is currently being used is picked up. The player can also select their starting weapon at the beginning. The Lance Bird is equipped with a limited number of bombs that damages on-screen objects upon their detonation. Getting hit will result in losing a life, as well as a penalty of decreasing the ship's firepower to its original state and the game is over once all lives are lost, though the player has limited continues to keep playing."
"GG Nibbles","","Region Not Set","","","Martin Konrad","","","No","","","Snake-like game for the Game Gear."
"GG Portrait: Akira Yuki","","Region Not Set","","Sega","Sega","1996-11-01","","No","Life Simulation","","GG Portrait: Akira Yuki is a Miscellaneous game, developed and published by Sega, which was released in Japan in 1996."
"GG Portrait: Pai Chan","","Region Not Set","","Sega","Sega","1996-11-22","","No","Strategy","","GG Portrait: Pai Chan is a Miscellaneous game, developed and published by Sega, which was released in Japan in 1996."
"Gods","","PAL","","","","1993-11-26","1","No","Platform","Not Rated","Gods is a 1991 video game by The Bitmap Brothers where the player is cast as Hercules (here known as DRQ) in his quest to achieve immortality. The game was first made for Amiga and Atari ST computers and then ported for various other platforms. Like other Bitmap Brothers' games, Gods was highly praised by critics thanks to the quality graphics and music.

The enemy AI was praised - it would adapt not only to the player position, but also to his skill. Some rooms contain inaccessible items - smaller ""thieves"" show up from a passage in the wall, try to grab the item and bring it back to another point in the room or disappear with it. The player is able to obtain the item if they shoot the thief at the correct time. Bonuses are awarded for reaching certain parts of the level under a certain limit of time or number of lives, bringing an object to a room or simply by playing poorly, where the game helps the player.

As was common with Bitmap Brothers, an external musician assured the game score, this time John Foxx as Nation 12.[1] The box cover illustration was designed by the British comic book artist Simon Bisley."
"Godzilla: Kaijuu no Daishingeki","Gojira: Kaijuu Daishingeki","Region Not Set","","Sega","Sega","1995-12-08","1","No","Strategy","Not Rated","Godzilla: Kaijuu no Daishingeki is a turn based strategy game, with some arcade elements. A player can play as Godzilla or similar monsters (kaiju), like Anguirus, and Fire Rodan. Should players want to support humanity they can play as the G-Force, a human defense force. Humans have monster killing tools such as, tanks, artillery and planes. Some monsters are unplayable enemies and both sides will have the chance to fight against them.

On the map, the game is a typical war strategy. The player can move units on the map, and attack enemies. Battles have their own screen and animations. The fighting is quite arcade-like and simple, functioning similarly to fighting games. When all units have used their actions points a turn ends.

Godzilla: Kaijuu no Daishingeki has four maps, and an extra secret level."
"Godzilla: Monsters Attack","Godzilla: Kaijuu no Daishingeki | Godzilla: Kaijuu no Daishingeki English Translation","NTSC","United States of America","Toho Company Ltd.","Sega","2023-07-24","1","No","Action | Strategy | Unofficial","Not Rated","Godzilla: Monsters Attack is a 1995 strategy/fighting hybrid game by SIMS for the Game Gear. It features five missions loosely based on various Godzilla films, with the player choosing to play as either Godzilla and co. (aiming to destroy a certain amount of the city) or the JSDF (trying to protect it). Unit movement plays out in a turn-based strategic view, while combat takes place in action-based one-on-one fighting matches.

This is a full English translation of Godzilla: Monsters Attack."
"GP Rider","","Region Not Set","","Sega","Sega","1994-01-01","","No","Racing","","The hottest in motercycle racing games! Show your stuff on mind boggling courses against the top riders and machines in the world!"
"Greendog: The Beached Surfer Dude!","","Region Not Set","","Sega","Interactive Designs","1993-08-18","1","No","Action","","Greendog is one unlucky surfer. He lost his board and got stuck with a cursed necklace. Greendog has to fight his way past a lot of crazed creatures and monsters to find the Aztec treasure or he'll never get rid of the curse!"
"Griffin","","Region Not Set","","Riot","Telenet Japan","1991-07-26","1","No","Shooter","","Griffin (グリフォン) is a shoot-'em-up game developed by Telenet Japan's ""Renovation Game"" division (which is not the same as Renovation Products) and published by Telenet Japan's RIOT division for the Sega Game Gear. It was only released in Japan."
"Gunstar Heroes","","Region Not Set","","Sega","M2","1995-03-24","1","No","Action","","The Gunstar 9 planet was peaceful for many years until the vicious dictator Colonel Red kidnapped the Gunstar twins' older brother and used mind control to make him his slave. Now, face many different enemies and bosses in Gunstar Heroes, as you battle to stop the dictator from unleashing ""Golden Silver the Destructor"" with apocalyptic consequences!"
"Halley Wars","","Region Not Set","","Sega","ITL","1991-01-01","","No","Shooter","","Battle to the death with the legions of evil Lord Halley. The nations of the world have united to create the ultimate fighting machine in an attempt to stop the conquering invader. Use your supreme skills as a star-fighter pilot to blast back the alien destroyers, comets and missiles. Leave no survivors, for anything that gets past you slams into the Earth!"
"Head Buster","","Region Not Set","","Masaya","NCS Corporation","1991-03-15","2","No","Strategy","","Head Buster (ヘッドバスター?, Headbuster) is a Game Gear video game that involves robots fighting in combat sequences.

The object is to earn more gold by winning matches and spending that money on better weapons like rifles, missile launchers, and flamethrowers. Robots can be traded in for money (gold) if updating them is impossible. At the center of each starting point is a base (circle). Either the base must be destroyed or all the opponent's robots must be destroyed in order to clear the battlefield. There is a certain range to each weapon; opponents cannot be attacked if they are too close or too far away from the weapon's firing range.

There are ten different maps in the game. Each level has its own password. Players must deliver newspapers for a tiny stipend in order to resume competing after a loss."
"Heroes Against Demons","","PAL","United Kingdom of Great Britain and Northern Ireland","","","2021-01-01","2","Yes","Puzzle","Not Rated","No overview is currently available for this title, please feel free to add one."
"Home Alone","","Region Not Set","","Sega","Al Baker & Associates","1992-01-01","","No","Action","","Save the neighborhood! Kevin's home alon and housebreakers Harry and Marv are prowling his street. Lay traps and build homemade weapons to blast the sneaky thieves. Dodge stumps and slick ice to outrace the robbers, 'cause time's running out!"
"Honoo no Doukyuuji: Dodge Danpei","","Region Not Set","","Sega","SIMS Co., Ltd.","1992-08-07","","No","Sports","","Honoo no Doukyuuji: Dodge Danpei is a dodgeball game that is based on a shounen serialized manga about a highschool dodgeball team. It was released on a number of consoles in 1992, each of which has its own variations.

The game plays similarly to other ""action"" dodgeball games such as Technos' Super Dodgeball, though the game presents various modes based on story beats. For instance, the game starts with a one-on-one duel in which each combatant has five hits before they're out."
"Hook","","Region Not Set","","Sony Imagesoft","Spidersoft","1992-01-01","","No","Action","","Your blood is pumping and a chill races down your spine! You've finally come face-to-face with the most infamous pirate of them all, Captain Hook, the fiend who's kidnapped your children and sworn never to let them go. As Peter Pan, this is the fight of your life. Everything that came before - your duel with Rufio, your battles against the pirates, even your soaring flights high above Neverland - are nothing compared to this moment. Lots of fun levels of incredible excitement. Multiple destinations: forests, caves, caverns, towns, lagoons, icy regions, and the Nevertree. Magical items that will give you strength and special powers: apples, leaves, and pixie dust."
"House of Tarot","Tarot no Yakata","Region Not Set","","Sega","Japan System Supply","1991-01-26","1","No","Puzzle","Not Rated","Tarot no Yakata is a Miscellaneous game, developed by Japan System Supply and published by Sega, which was released in Japan in 1991."
"Hurricanes","","Region Not Set","","U.S. Gold Ltd.","Arc Developments","1994-12-01","","No","Action","","So you tthought footballs were for playing with... think again! Embark on rollercoaster journey in this platform adventure through eerie mining towns, terrifying, deadly forests and infested jungles. All this to search the stadium - and your only weapon - a football!"
"Hyokkori Hyoutanjima: Hyoutanjima no Daikoukai","","Region Not Set","","Sega","Sega","1992-05-22","1","No","Action","","Hyokkori Hyoutanjima: Hyoutanjima no Daikoukai (ひょっこりひょうたん島 ひょうたん島の大航海) is a 1992 action game by Sega for the Sega Game Gear tying into the Hyokkori Hyoutanjima Japanese puppet show."
"Hyper Chou Pro Yakyuu '92","","Region Not Set","","Sega","Sega","1992-04-24","","No","Sports","","Hyper Pro Yakyuu '92 is a Sports game, developed and published by Sega, which was released in Japan in 1992."
"Hyper Pro Yakyuu '92","","Region Not Set","","Sega","Sega","1992-04-24","2","No","Sports","Not Rated","Hyper Pro Yakyuu '92 (ハイパー・プロ野球'９２) is a baseball game developed and published by Sega for the Sega Game Gear. It was only released in Japan."
"Indiana Jones and the Last Crusade","","NTSC-U","","U.S. Gold Ltd.","Tiertex Design Studios","1992-01-01","1","No","Adventure","Not Rated","The chase is on... all the way to the greatest treasure in history - the Holy Grail! And if you can survive the treacherous caves of Colorado, a savage rat attack, and overcome the deadly traps of the Grail temple, then you're ready for anything the Luftwaffe can throw at you!"
"Inu Dai Suki!","","Region Not Set","","Sega","Sega","1996-12-06","","No","Strategy","","Pet Club: Inu Dai Suki! is a Strategy game, developed and published by Sega, which was released in Japan in 1996."
"Iron Man / X-O Manowar in Heavy Metal","","Region Not Set","","Acclaim Entertainment, Inc.","Realtime Associates, Inc.","1996-01-01","","No","Platform","","Metal titans, Iron Man and X-O Manowar, come together for the first time ever to tackle one heavy-duty cosmic crisis! It's an apocalyptic meltdown of furious action, with the ultimate in Super Hero power and realism! Featuring Bi-Directional firepower, Chest-Beam blasts, multi-hit combos and Z-axis shooting, ultimate boss battles and enhanced weapon power!"
"J. League Soccer Dream Eleven","","Region Not Set","","Sega","SIMS Co., Ltd.","1995-11-24","2","No","Sports","","J. League Soccer Dream Eleven (Ｊリーグサッカードリームイレブン) is a football game for the Sega Game Gear."
"J.League GG Pro Striker '94","","Region Not Set","","Sega","SIMS Co., Ltd.","1994-07-22","1","No","Sports","","J.League GG Pro Striker '94 is a Sports game, developed by SIMS and published by Sega, which was released in Japan in 1994."
"James Bond 007: The Duel","","Region Not Set","","Domark Group Ltd.","The Kremlin","1993-01-01","","No","Platform","","James Bond 007 - A name to strike fear in anyone foolish enough to cross him. Now he's back, in a brand new adventure especially for Sega. Four frantic levels of fast and furious action await you! What are you waiting for?"
"James Pond 3: Operation Starfi5h","James Pond 3: Operation Starfish","Region Not Set","","U.S. Gold Ltd.","Millennium Interactive Ltd","1994-01-01","","No","Platform","","The sinister Dr. Maybe is back and only our slickest Special Agent, James Pond, can stop him. Special Agent Finnius Frog can help you get to those hard to reach places with his powerful jumping abilities. Explore more than 100 levels of outrageous fun! Win using an ocean of FI5H gadgets: suction boots, the fruit gun, X-ray specs, a thruster unit, spring boots and a clever fruit suit disguise. Use a special FI5H rocket pack to defeat Dr. Maybe! Fry over 40 different enemies under Dr. Maybe's control and avoid Maybe's mounted guns and missile launchers!"
"James Pond II: Codename RoboCod","","Region Not Set","","U.S. Gold Ltd.","Millennium Interactive Ltd","1993-01-01","","No","Action","E - Everyone","To: James Pond... For your fish eyes only! Pond, the fiendish Dr. Maybe is back. His bombs are ticking in the North Pole toy factories. No human crime fighter has been able to defeat him. So F.I.S.H. (Finned Investigators of Shady Humans) has designed a special Robosuit for your survival on land. Pond, go to it! Remember, Dr. Maybe has a screw loose, so stay on your fins!"
"Jang Pung II","Street Fighter II | Street Blaster | 장풍 II","Region Not Set","","Sieco","Open Corp","1993-01-01","2","No","Fighting","T - Teen","Jang Pung II is an unlicensed fighting game released in South Korea for the Sega Master System and Sega Game Gear. It is effectively a port of Capcom's Street Fighter II (so much so that is sometimes labeled as Street Fighter or Street Fighter II, particularly when sold outside of South Korea), but with different background graphics and occasionally altered character names. It has also been spotted under the name Street Blaster."
"Jeopardy!","","Region Not Set","","GameTek, Inc.","GameTek, Inc.","1992-01-01","","No","","","Jeopardy 25th Anniversary is a Miscellaneous game, developed and published by GameTek, which was released in 1992."
"Jeopardy! Sports Edition","","Region Not Set","","GameTek, Inc.","GameTek, Inc.","1994-01-01","","No","Sports","","Jeopardy! Sports Edition is a Miscellaneous game, developed and published by GameTek, which was released in 1994."
"Joe Montana Football","","Region Not Set","","Sega","BlueSky Software","1991-08-06","","No","Sports","","It's a snap! This is your chance to rub shoulder pads with Joe Montana, the man who led the ""Team of the Eighties"" to four Super Bowl Championships. You provide all the fourth quarter heroics, play-calling brilliance, and pinpoint passing as you hit the field against any of 28 pro teams. Call all your own plays! Each team has a playbook with 17 offensive and six defensive options. Pick the play that you think will work best, or take the advice of Joe Montana himself, as he recommends the play he would call in each situation. You control the action on the field by switching to the key players as the play unfolds. Your strength and speed will vary by position, just like the real sport. Knock helmets with the computer or punch holes in a friend's defense. Can you keep your head cool and your passing arm hot? Pick your team. Choose the plays. Think you have what it takes to be the next Joe Montana?"
"Judge Dredd","","Region Not Set","","Acclaim Entertainment, Inc.","Probe Entertainment","1995-01-01","","No","Platform","","Mega-City One is in ruins. Corruption is rampant. It's time to take the law into your own hands. Armed with explosive Lawgiver firepower - heat seekers, ricochet rockets, incendiary missiles and more - take on Mean Machine, the ABC Robot and other brutal barriers to justice. Take to the skies on your high-speed Lawmaster motorcycle and pacify even the most persistent perps! You're not above the law. You ARE the law!!!"
"Junction","","Region Not Set","","Micronet Co. Ltd.","Micronet Co. Ltd.","1991-01-01","","No","Puzzle","","Junction is a Puzzle game, developed and published by Micronet in 1991."
"Jungle Strike","","Region Not Set","","EA Games","EA","1995-01-01","1","No","Shooter","","A boat armed with nuclear weapons blows up a remote Pacific island. The explosion was to demonstrate the ability of a terrorist arms dealer, Ibn Kilbaba. The son of the now-deceased terrorist from Desert Strike, who has teamed up with the notorious drug dealing fugitive Carlos Ortega. Whose capture cost many military lives. to take revenge on the US by blowing up Washington, DC. The original Special Forces helicopter team is now called to stop both men using the Super Comachine Attack Chopper."
"Jurassic Park","","NTSC-U","","Sega of America, Inc.","Sega CS R&D 2","1993-09-01","1","No","Platform","E - Everyone","Jurassic Park is a 1993 Game Gear video game developed by Sega CS2 and released by Sega of America in the USA on September 1, 1993.

The Most Dangerous Game in Ages Stampedes Onto Game Gear!

Disaster! Jurassic Park is a radical new kind of theme park showcasing real dinosaurs. But only days before its opening, the park is plunged into panic when the huge carnivores break free. Now expert paleontologist, Alan Grant, must secure the fences in five disaster zones - before the raging predators dice him into dinosaur food!

• Five petrifying levels of danger-riddled jungles, sucking swamps, towering cliffs, fiery volcanoes, and perilous dinosaur chaos!
• Tons of terrifying animals including Raptors, Pteranodons, Triceratops, Compys, Dilophosaurs, and the gigantic Tyrannosaurus Rex!
• Fire tranquilizer darts, stun guns, and grenade launchers to round up the rampaging meat-eaters.
• Hang onto your four-wheel drive through high-speed chase rounds, picking off stampeding predators!"
"Kaitou Saint Tail","","Region Not Set","","Sega","Minato Giken","1996-03-29","2","No","Action","","Kaitou Saint Tail (怪盗セイント・テール) is an action game for the Sega Game Gear. It is based upon the 1994 Kaitou Sait Tail anime series."
"Kawasaki Superbike Challenge","","Region Not Set","","Domark Group Ltd.","Teque London","1994-01-01","2","No","Racing","","Join the legendary Kawasaki ""Team Green"" racing around the most exhilarating circuits in the world on the ZXR750R in the World 750cc Superbikes Championship. Developed in close association with Kawasaki to ensure total accuracy and realism, Kawasaki Superbikes is the motorboke racing game to leave all others standing."
"Kenyuu Densetsu Yaiba","","Region Not Set","","Sega","Sega","1994-09-09","1","No","Action","","Kenyuu Densetsu Yaiba (剣勇伝説YAIBA) is an action game for the Sega Game Gear."
"Kinetic Connection","","Region Not Set","","Sega","Sadato Taneda","1991-03-29","1","No","Puzzle","","Kinetic Connection (キネティック コネクション) is a Sega Game Gear puzzle game released only in Japan. It appears to be part of a series of games by Sadato Taneda but the relationship is unknown. In the game, you must reconstruct a scrambled video loop by swapping and rotating tiles.

The game has numerous cameos from Opa-Opa of Fantasy Zone fame."
"Kishin Douji Zenki","鬼神童子ＺＥＮＫＩ","Region Not Set","","Sega","Sega","1995-09-01","1","No","Action","","Enno Ozuno, Master of the Enno temple used the demon guardian spirit Zenki to defeat the demon goddess Karuma. After defeating Karuma, he later sealed Zenki away in a pillar until needed again.

Centuries later, his descendant, a school girl named Chiaki Enno is able to free Zenki, although the demon currently has the form of a brattish demon child. To transform this extremely defiant demon into the form that made him useful by her ancestor, she uses a bracelet that appeared on her wrist when servants of Karuma broke the seal that imprisoned a seed of Karuma. Zenki appears because the seeds of Karuma start appearing and turning people into monsters and Zenki needed again to eradicate this menace"
"Klax","","Region Not Set","","Tengen","Tengen","1992-01-01","","No","Puzzle","","KLAX - the latest, greatest hit in the arcades - is now available for play on the GameGear! This brainteaser of a game is simple in concept: Catch colored tiles that come down the conveyor belt. Rack up points by arranging them in same-colored stacks or rows. A tic-tac-tile test, if you will. Sounds easy? It is... until the tiles come tumbling at you so fast, you'll go nuts trying to catch them all - while figuring out where best to stack them before you run out of room! But no matter how tough KLAX gets, the hardest part is pulling yourself away from this fun, fast, and totally mind-boggling game!"
"Krusty's Fun House","","Region Not Set","","Flying Edge, Inc.","Audiogenic Software Ltd.","1993-01-01","","No","Platform","","Hey, kids! Give a hoot! Help out your old pal Krusty the Clown! My official Krusty's Fun House is infested with rats! I've got my loyal cadets, Bart and Homer Simpson, Sideshow Mel, and Corporal Punishment to guard the rat traps, but I need you to lead the filthy rodents into those traps! Then we blow 'em up! We incinerate 'em! We laser-blast 'em! We electrocute 'em! We Krusterize the little stinkers! Hoo boy! Did I mention the snakes, aliens and flying pigs? Well, watch out for those riffraff! If you can't Krusterize 'em, at least avoid 'em... they're worse than the #@!*%! rats! Making Krusty's Fun House vermin-free is not a pretty task, kiddy cadets - but someone's gotta do it!"
"Kuni Chan no Game Tengoku","","Region Not Set","","Sega","Sega","1991-11-22","2","No","Puzzle","","Kuni Chan no Game Tengoku (クニちゃんのゲーム天国) is a table game for the Sega Game Gear."
"Kuni Chan no Game Tengoku Part 2","","Region Not Set","","Sega","Sega","1992-12-18","2","No","Puzzle","","Kuni Chan no Game Tengoku Part 2 (クニちゃんのゲーム天国ＰＡＲＴ２) is a table game for the Sega Game Gear and sequel to Kuni Chan no Game Tengoku."
