title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"Mad Bodies","","NTSC","United States of America","","","2009-05-02","1","No","Action","Not Rated","A new form of evil is out and only ETHunter, Clay, Skip, Thunderbird, and Wes are trained enough to stop the devastating madness The Graphics Man caused with fusing the world's reality within his ebonic mind to rule all! And the only way to get The Graphics Man is to enter the Dark Knight Games tournament co-hosted by Dave Vaporware!

Mad Bodies contain 10 stages of solid gameplay, colorful graphics, excellent sfx, and cool bosses."
"Midnight Resistance","","NTSC","","","","2015-12-11","1","No","Action","E - Everyone","Midnight Resistance is an Atari ST port made playable on the Atari Jaguar."
"Missile Command 3D","","Region Not Set","","Atari, Inc.","Virtuality Entertainment Ltd.","1995-12-12","1","No","Shooter","Not Rated","Missile Command 3D is an update to the classic Atari arcade game. The goal in Missile Command is to defend your cities against an onslaught of missiles coming from the sky. Your arsenal consists of three anti-missile flak cannons. You have to position the anti-missile clouds in the path of the incoming missiles to stop them from impacting.

This Jaguar game has 3 modes. First, there is a port of the original arcade game. There are neat extras for this mode like graphic backdrops and the ability to resize or scale the screen. The second mode is Missile Command 3D. This mode retains the gameplay of the original, but adds 3D graphics to the mix. The final mode, Virtual Missile Command, changes things up quite a lot. Instead of anti-missile flak, your cannons shoot lasers. This means you don't need to lead your targets anymore. You play the game from a first-person perspective, and must switch between the three cannons via buttons on the keypad. There are nine levels in this mode, each with a boss at the end."
"NBA Jam Tournament Edition","","Region Not Set","","Atari, Inc.","High Voltage Software, Inc.","1996-01-01","","No","Sports","E - Everyone","Your state-of-the-art system demands a state-of-the-art NBA JAM TE -- and this is it! Arcade-quality player scaling! Updated player rosters! Want more? We've got all-new secret characters! Monster-jamming stereo music and authentic arcade sound F/X -- including voice calls for individual players!"
"Phase Zero","","Region Not Set","","Songbird Productions","","2002-06-01","1","No","Action | Flight Simulator | Vehicle Simulation | Unofficial","Not Rated","Phase Zero is an unreleased action-shooter video game that was in development by Hyper Image Productions and originally planned to be published by Atari Corporation on a scheduled September 1995 release date exclusively for the Atari Jaguar. It was the only game in development by Hyper Image.

The Phase Zero Demo has been properly licensed by the original Hyper Image team. This game is incomplete, but a very solid start on what could have been an incredible game.

You pilot your combat vehicle on a variety of missions to retrieve lost personnel and take out enemy targets. The speed of this engine is amazing, and the graphics and audio make for an enjoyable game to explore.

Features

Four or more fully playable levels (additional levels are incomplete)
Incredible 3D engine
Variety of terrain and enemies
Guidance system, shield management system, selectable weapons, and more!
Animated 3D menu loaded with options and background music"
"Pinball Fantasies","","Region Not Set","","21st Century Entertainment Ltd.","","1995-06-01","1","No","Strategy","E - Everyone","Turn your Jaguar into the ultimate amusement arcade with Pinball Fantasies - the greatest pinball simulator ever. This classic game offers four scorchingly addictive tables with the most realistic ball movement you'll ever seen in a video game. If you're looking for instant playability, speed and excitement, Pinball Fantasies is the game for you."
"Pitfall: The Mayan Adventure","","Region Not Set","","Atari, Inc.","Activision","1995-10-01","","No","Action","T - Teen","Pitfall Harry has been captured by the dreaded warrior spirit, Zakelua: Lord of Evil. You, young Harry Jr., must venture into the unknown, armed with only your trusty sling and your father's journal, to attempt his rescue. Keep your eyes peeled for objects that might help you as you sneak through the Mayan jungle."
"Power Drive Rally","","PAL","","Time Warner Interactive, Inc.","Rage Software","1970-01-01","1","No","Racing","Not Rated","This is the EU edition of the game, and the only Jaguar game to have a different cover based on release location."
"Protector (Special Edition)","","Region Not Set","","Songbird Productions","Bethesda Softworks","1999-12-20","2","No","Shooter","Not Rated","Protector SE is an update of Songbird's earlier Protector, which shares many similarities to Defender. The Special Edition version includes many improvements over the original game, including new waves, new enemies, new landscapes, gameplay enhancements, and more. Please visit the Protector SE Page at Songbird Productions for more information."
"R-Type","","NTSC","","","","2015-12-11","1","No","Shooter","E - Everyone","R-Type is an Atari ST port made playable on the Atari Jaguar"
"Raiden","","Region Not Set","","Atari, Inc.","Imagitec Design Inc.","1994-01-01","2","No","Action | Shooter","","Mother Earth has fallen to deranged aliens. Now, as pilot of the Raiden Supersonic Attack Fighter, you must rip through enemy lines and mount a daring counterattack...in Raiden, the ultimate arcade game conversion. Showcasing the Atari Jaguar's 64-bit capabilities, Raiden enhances the vertical-shooter excitement of an all-time arcade favorite with brilliant sounds and exceptional speed and motion."
"Rampage","","NTSC","","","","2015-12-15","3","Yes","Action","E - Everyone","Rampage is a Atari ST port made playable on the Atari Jaguar."
"Rayman","","Region Not Set","","Ubisoft Entertainment","Ubisoft Entertainment","1995-09-08","1","No","Platform","E - Everyone","Enter the challenging, mind-altering world of Rayman and, suddenly, reality seems far too tame. Free your mind as Rayman takes you on an arduous adventure through a complex realm of psychedelic landscapes, absurd characters, formidable opponents, and uncharted levels of dementia. You'll experience a heightened sense of visual awareness. You'll hear strange and beautiful sounds. Endless legions of bizarre creatures will be out to get you. One trip into Rayman's kaleidoscopic domain...and you'll be addicted!"
"Rebooteroids","","Region Not Set","","","Reboot","2016-11-14","2","No","Shooter","","Rebooteroids is a new take on an arcade classic for the Atari Jaguar. In development for over six years, Rebooteroids is now available for purchase! Rebooteroids features 100 unique levels, plus 10 'kombateroids' levels for multiplayer head to head. You can choose from five gameplay modes, including a 'skirmish mode' whereby randomly generated levels of increasing difficulty challenge the player. Enjoy the original soundtrack by 505 and MSG/reservoir gods while you fight your way through each wave.

You pilot the EWS, a small, highly maneuverable test ship equipped with a basic rapid-fire cannon. Your test ship is also fitted with a state of the art Hyperspace Engine which, if it was working, would be capable of jumping the craft vast distances. However, due to damage, it currently only has the ability to jump short range, and without a navigation lock you have no way of knowing where you will pop back into normal space.

Use your controller to rotate the EWS left and right, thrust to avoid colliding with objects, and most importantly, fire to blast everything in sight! Collect bonus power-ups to increase your odds of survival. Every five waves (in Arcade mode) you'll enter a bonus round, where you have the opportunity to earn an extra life. Your high scores are saved to the cart, and you can also share them online."
"Ruiner Pinball","","Region Not Set","","Atari, Inc.","High Voltage Software, Inc.","1995-01-01","4","No","Strategy","E - Everyone","Ruiner Pinball is two fantastic games in one! In Ruiner, a double-wide table provides challenging gameplay and real classic arcade feel as you strive to defend your country from a foreign attack and prepare a strike of your own. In Tower, the triple-length table is so eerie you'll think you've descended into Hell. The Sorceress and her wicked minions are after you. Casting three spells will bring the tower crashing down, but can you figure them out before it's too late!"
"Skyhammer","","Region Not Set","","Songbird Productions","Rebellion","2000-05-22","1","No","Shooter","Not Rated","In a futuristic city, you are a mercenary pilot flying a helicopter-like craft in cyberspace. Hired by the large corporation Cytox, you are to defend its corporate holdings from those who seek to destroy all it has accomplished.

The numerous missions involve flying to several large cities and hunting down the renegades who threaten them. You have a cockpit view of the city as you hunt down your enemies and dock at the Cyber Mart for repairs. As you destroy your enemies and complete missions, you can earn credits for buying more supplies, weapons and ship upgrades at the Cyber Mart.

Play in Mission Mode or Battle Mode. To win the game, you must complete each mission successfully. The enemies become more tough as you progress through the ""levels"" of gameplay."
"Soccer Kid","","Region Not Set","","Songbird Productions","ReadySoft Incorporated","2000-02-07","1","No","Platform","","Disaster! An alien of the cup collecting kind has stolen the World Cup!
Double Disaster!! In a collision with an asteroid the trophy is smashed into five pieces and scattered around the globe. Join Soccer Kid in his quest to recover and reassemble the World Cup. His un-balliev-able ball skills are put to the test like never before. It's awesome arcade action all the way with a blistering soundtrack to match.

Features:
20+ levels of frantic fun!
Tons of awesome soccer moves that take out obstacles and score big points.
Look for hidden features and secret items.
Travel to exotic locations in England, Russia, Italy, Japan and the U.S.
Parallax scrolling with attractive graphics and smooth animation.
Saved game support via password."
"Soccer Kid + Frog Feast","","Region Not Set","","Songbird Productions","Krisalis Software Ltd. | 																RasterSoft","2005-08-20","2","No","Action | Platform","Not Rated","This is a 4MB combo cartridge featuring two full games: Soccer Kid and Frog Feast. Double the fun for every Jaguar fan!"
"Space War 2000","","Region Not Set","","Atari, Inc.","Atari","2001-10-01","2","No","Adventure","","As a space knight, you will vie for glory, honor, fame and fortune in this one- or two-player first-person perspective 3D jousting adventure. Procure multiple weapons anhd cool defensive items in your quest to rank with other valiant knights on the High Score Table."
"Spidex","","NTSC","United States of America","","","2020-10-20","1","No","Shooter","E - Everyone","Another frantic shooter for your ATARI Jaguar! In SpideX, you must eliminate the insect horde while dodging barriers, explosions, and all those pesky bugs. Featuring 12 levels of play and 11 varieties of insects to overwhelm you!"
"Star Wars","","NTSC","","","","2015-12-11","1","No","Shooter","E - Everyone","Star Wars is an Atari ST port made playable on the Atari Jaguar"
"Star Wars: The Empire Strikes Back","","NTSC","","","","2015-12-11","1","No","Shooter","E - Everyone","Star Wars: The Empire Strikes Back is an Atari ST port made playable on the Atari Jaguar."
"Super Burnout","","Region Not Set","","Atari, Inc.","Shen","1995-01-01","2","No","Racing","E - Everyone","This game will get your adrenaline pumping and pin you to your seat with its 'G' force. As you lean into the first bend you'll feel like you're really there."
"SuperCross 3D","","Region Not Set","","Atari, Inc.","Tiertex Design Studios","1995-12-01","","No","Racing | Sports","E - Everyone","Supercross 3D brings the excitement of arena supercross racing to the Jaguar. Not only do you get to race ahead of your competitors, you can catch big air on the huge jumps and perform a few tricks.
There are three game modes: Practice, Single Race, and Tournament. In practice mode, you can race around any track for as long as you like. In single race mode, you compete in one race against the computer. Finally, in tournament mode, you compete in a series of races to accumulate points and become the Supercross champion."
"SwitchBlade","","NTSC-U","","Piko Interactive LLC","Piko Interactive","2017-08-14","1","No","Action","T - Teen","The best of both worlds for an early morning announcement, as Piko Interactive is now selling the Jaguar port of the 1989 Core Design and published by Gremlin Graphics Amiga platformer ' SwitchBlade ',  with glorious cover Artwork by Simon Phipps original creator of Switchblade! This game which was also released for the Atari ST, ZX Spectrum, C64, Amstrad CPC and Amstrad GX4000 ,puts you in control of Hiro on a mission to recover the 16 pieces of the Fireblade, a sacred symbol of the ancient Switchblade clan."
"Syndicate","","Region Not Set","","Ocean Software Ltd.","Bullfrog Productions","1995-01-01","1","No","Action","T - Teen","A rival Syndicate has gained full control of the population via a mind-altering techno-drug known as the CHIP.

 You are an ambitious executive in the Syndicate, hand picked to lead a team of CHIP-induced Cyborg mercenaries on a quest to infiltrate and seize opposing Syndicate territories. Your mission: Assassinate, pillage, destroy, do whatever it takes to bring down competing Agents... before they unleash their bloody assault on you!"
"Teenage Mutant Hero Turtles: The Coin-Op","","NTSC","","","","2015-12-11","2","Yes","Action","E - Everyone","Teenage Mutant Hero Turtles: The Coin-Op is an Atari ST port made playable on the Atari Jaguar."
"Tempest 2000","","Region Not Set","","Atari, Inc.","Llamasoft Ltd.","1994-04-01","2","No","Action | Shooter","","Turn out the lights, turn up the volume and prepare for a mind-blowing assault on the senses. Once your neurotransmitters get a taste of the hypnotic rhythms of 100% pure techno-rave, you'll be hooked...Unable to escape the rush of blasting Flippers and Demon Heads as enhanced 3D polygons, screaming particle displays and hyperdelic Melt-O-Vision™ graphics warp you into the ultraviolent 64th Dimension..."
"Theme Park","","Region Not Set","","Ocean Software Ltd.","Enigma Variations Ltd | 																Ocean | 																Ocean Software Ltd.","1995-03-01","1","No","Strategy | Life Simulation","","Now you're ready to design and operate your own amusement park. You choose the location, hire the staff, build and repair the rides, manage the cash flow, even decide how much salt to put on the french fries. But make your decisions wisely...there's nothing like a broken Ferris Wheel to turn your customers into an army of marciless vandals."
"Total Carnage","","Region Not Set","","Songbird Productions","Hand Made Software","1992-03-10","2","No","Shooter","","Total Carnage is the classic arcade game originally ported by Hand Made Software and licensed from long-time game publisher Midway. One or two players assume the roles of Captain Carnage or Major Mayhem in a tongue-in-cheek frantic assault on the dastardly forces of General Ahkboob. There is an unending -- often overwhelming -- number of enemies pursuing the heroes at all times, but thankfully there are also many powerups, bombs, and even missile strikes to assist players in their quest. Player strive to rescue civilians and collect valuable items such as keys, dogtags, and more.

Total Carnage was never commercially released, but is one of the most complete Jaguar prototypes to surface in recent years. Songbird Productions licensed Total Carnage from Midway Games and released the game in cartridge form (complete with box, manual and label) in 2005."
"Towers II","","Region Not Set","","Telegames, Inc.","JV Games Inc.","1996-12-01","1","No","Role-Playing","","Become one of four different characters as you are immersed within the strange happenings in the mystical land of Lamini. You must uncover the secrets as you explore Daggan's tower. Many before you have tried, but none have returned. First person perspective, full screen smooth scrolling, talk to others, refer to maps, collect 100's of items, encounter 100's of creatures, experience challenges in combat and spell casting. Hours and hours of entertainment with appropriate save features."
"Treasure Island Dizzy","","NTSC","United States of America","AtariAge","Codemasters Software","2018-11-19","1","No","Adventure","Not Rated","Dizzy's Cartoon Adventure on Treasure Island!

Dizzy was looking forward to his round-the-world cruise. When he told the other Yolkfolk about the good deal he found, they wondered just what lay ahead of him...

Dizzy enjoyed the cruise at first. The captain, Long John Silver, was a lovely old bloke with a kindly manner, good at insulting and degrading the fare paying punters. He was well-balanced -- he had a parrot on one shoulder and a chip on the other.

Dizzy thought he would organize a game of cricket on the aft deck. In a fit of blinding stupidity, he used LJ's spare leg collection as makeshift stumps, and when they ere lost overboard he was made to walk the plank!

That was how he came to find himself gently poaching on the silent, sun-kissed beach of a seemingly deserted island...

He had to somehow find a way back to the Yolkfolk and lodge his compensation claim with the travel agent..."
"Trevor McFur in the Crescent Galaxy","","Region Not Set","","Atari, Inc.","Atari","1993-11-23","1","No","Shooter","Not Rated","The Crescent Galaxy has been attacked by an entity known as Odd-it. This creatures goal is to make everything odd, like it. You play Trevor McFur, a corporal in the Crescent Galaxy's chapter of the Interplanetary Defense squad and are sent in along with your feline partner Cutter to defeat Odd-it. The game is a side scrolling shooter featuring a wide variety of worlds and enemies to conquer. Throughout the game you can power your ship with newer and better weapons by shooting certain enemies and collecting the bonuses left behind."
"Troy Aikman NFL Football","","Region Not Set","","Williams Electronic Games, Inc.","Telegames, Inc.","1995-02-01","2","No","Sports","Not Rated","You and a friend can become star NFL players or choose to coach a team in this realistic rendition of the game of American football, endorsed by former Dallas Cowboys quarterback and Super Bowl champ, Troy Aikman. Choose to play alone against the system, or play against each other.

Pick from 3 play modes: Pre-season, Season, or Custom Generated (editable) season. There are also three skill levels: Rookie, Pro and Veteran. You can design your own plays, customize your team, and save your team's stats. True-to-life playing surfaces have an effect on how your team performs and include grass, mud, dirt, snow, rain and turf. Listen to the roar of the crowd and other authentic stadium sounds as your plays are followed through."
"Ultra Vortek","","Region Not Set","","Atari, Inc.","Beyond Software, Inc.","1995-01-01","2","No","Fighting","M - Mature 17+","Mankind must prove that it is worthy of the powers of the Ultra Vortek -- the eternal energy source for all life on Earth. Failure to meet this challenge will result in the Earth's destruction. Seven of the planet's mightiest warriors have been chosen to pit strength and cunning against the Guardian for complete control of the Ultra Vortek."
"Uwol: Quest for Money","","NTSC-U","","","The Mojon Twins","2019-05-01","1","No","Action | Platform","Not Rated","Uwol: Quest for Money is a 2D fixed-screen platform game about the character Uwol. It is set in the manor Storm Palace owned by an eccentric millionaire where the rooms are arranged like a pyramid. Each room represents a single-screen platform level with coins and enemies. By moving through any of the four sides of the screen the character appears on the other side. When all coins are collected two exits appears and Uwol can choose a new level in the pyramid with some freedom for the path to follow based on the chosen exit. To win the game a total of 255 coins has to be collected. If the bottom of the pyramid is reached without the required amount the game restarts and a different path can be chosen, avoiding the empty rooms, to collect additional coins.

Levels have three types of enemies: Franky, Vampy and Wolfy. Enemies cannot be attacked, they can only be avoided. There is only a small amount of time to clear a room. When time runs out Fanty is summoned who can freely move around the screen and chases Uwol until the character is dead or all coins are collected and the exit is reached after all. Uwol starts with three lives but a single hit is not deadly right away. When hit once, Uwol loses his clothes and a second hit will kill them. By picking up a T-shirt the protection is regained."
"Val d'Isere Skiing & Snowboarding","","Region Not Set","","Atari, Inc.","Atari","1994-01-01","2","No","Action | Sports","","Cut the slopes on some of the steepest mountainsides in SKIING AND SNOWBOARDING, a wild winter challenge where speed in guaranteed! Train and compete on the breathtaking slopes of France's world-famous Vald-Isère Ski Resort. Race against time and friends in slalom, giant slalom and downhill events.
Watch out for trees, snowmobiles and sno-cats as you barrel down windswept mountainsides, black ice, and moguls."
"White Men Can't Jump","","Region Not Set","","Atari, Inc.","High Voltage Software, Inc.","1995-06-01","4","No","Sports","E - Everyone","Are you ready for the most hyped up, monster jammin', bruisin' elbows, rebound snatchin', rim stuffin', skying over suckers, down your throat, money making game of street ball you never thought possible? Well, here it is, in your face, and it's time to get it on! Hit the courts with White Men Can't Jump!"
"Wolfenstein 3D","","Region Not Set","","Atari, Inc.","id Software","1994-01-01","1","No","Action | Shooter","M - Mature 17+","Bring Down The Third Reich! 

As the legendary William ""B.J."" Blazkowicz, you've been commissioned to rewrite history in a bloody 64-bit war zone filled with enough Nazi scum to keep you trigger-happy for weeks. Annihilate Der Fuerher's elite commando team, assasinate the diabolical Dr. Shabbs, capture the secret war plans, infiltrate Der Fuerher's bunker... and waste anyone and anything that gets in your way!"
"Worms","","Region Not Set","","Telegames, Inc.","Team17 Software Limited","1998-10-01","4","No","Action | Strategy","","Worms is a turn-based strategy game. It features up to 4 teams of 4 worms, aiming to destroy the others on a generated terrain. Each worm has 100 hit points, and dies when his hit points fall to 0. Upon death, a worm explodes, causing damage to everyone around.

Gameplay is turn-based. Each turn, the player can control one specific worm from his team. The worm can crawl left and right or jump. However, there is a time limit to make a move; also, if the worm falls from a great height, it loses health and the turn ends immediately; and if a worm falls into water or offscreen, it dies. Each turn, a worm can also make a single attack: the player can aim up and down, choose a weapon and then fire it. After attacking, the turn ends. 

There's a lot of weapons available - the standard ones as bazookas (which is affected by the (random) wind settings and gravity) and grenades. The others include a Fire Punch, dynamite, air strikes, and utilities such as ropes and girders.

There are 10 styles of terrain, ranging from forests and deserts to Candy land and the moon (complete with affected gravity). Shots leave craters in the ground, and complex tunnels can be formed."
"Xenon 2: Megablast","","Region Not Set","","","The Bitmap Brothers","2016-06-10","1","No","Shooter","","We are very happy to announce that The Bitmap Brothers classic game Xenon 2:Megablast is now available to order on the Atari Jaguar. Published with the full blessing of Mike Montgomery the classic Atari ST shoot ‘em up has been converted for the Atari Jaguar by Atariage user Cyrano Jones. As a bonus for the Jaguar we are blessed with a brand new soundtrack for the game by 505. He has caught the feel of the late 80’s perfectly with this track, soon you’ll be playing like it’s 1989 again!"
"Zero 5","Zero V","Region Not Set","","Telegames, Inc.","Telegames, Inc.","1997-09-01","","No","Shooter","E - Everyone","Zero 5 is a futuristic space shooter set in a 3-D, 360 degree playfield. The year is 2044 and the battle for Earth has begun. On the far reaches of the galaxy, a massive invasion force is assembling. Scanners at DEFCON have alerted you to the alien threat. The Earth's best pilots are dispatched in their BAMBAM cruisers to engage the enemy."
"Zool 2","","Region Not Set","","Atari, Inc.","Gremlin Interactive Ltd.","1994-01-01","2","No","Action | Platform","","Zool and his daring lovely sidekick Zooz face a challenge that would wilt the knees of even the toughest Ninja. The Nth Dimension is under attack from the evil forces of Krool. Our heroes must restore the Nth Dimension to equilibrium and exile Mental-Block and his mind-numbing cronies before imagination is wiped out of existence. Zoon the two-headed intergalactic wonder-canine will help, but you'll need skills from the Nth Dimension to save imagination!"
"Zoop","Zoop!","Region Not Set","","Atari, Inc. | 																Viacom New Media","Hookstone Ltd.","1996-01-01","1","No","Puzzle","E - Everyone","Right here inside this cardboard box is the excitement you crave, the challenge you need. Level after level of brain-burning action coming at you from all sides, faster and faster until your thumbs are numb, your eyes are aching, and your mind is molten. Scorching four-way action! 99 levels of action! Demands strategic thinking."
